district_rbi,district_gadm,match_score_rbi_gadm,matched_rbi_gadm,state_gadm,is_ambiguous_match
NAMAKKAL,Namakkal,100.0,True,Tamil Nadu,False
NAMCHI,,66.66666666666667,False,,False
NAMSAI,Namsai,100.0,True,Arunachal Pradesh,False
NANDED,Nanded,100.0,True,Maharashtra,False
NANDURBAR,Nandurbar,100.0,True,Maharashtra,False
NANDYAL,,76.92307692307692,False,,False
NARAYANPET,Narayanpur,80.0,True,Chhattisgarh,False
NARAYANPUR,Narayanpur,100.0,True,Chhattisgarh,False
NARMADA,Narmada,100.0,True,Gujarat,False
NARMADAPURAM,,73.6842105263158,False,,False
NARSIMHAPUR,Narsimhapur,100.0,True,Madhya Pradesh,False
NASIK,Nashik,90.9090909090909,True,Maharashtra,False
NAVSARI,Navsari,100.0,True,Gujarat,False
NAWADA,Nawada,100.0,True,Bihar,False
NAWAPARA,,71.42857142857143,False,,False
NAWRANGPUR,Nabarangapur,81.81818181818181,True,Odisha,False
NAYAGARH,Nayagarh,100.0,True,Odisha,False
NEEM KA THANA,,57.14285714285714,False,,False
NEEMUCH,Neemuch,100.0,True,Madhya Pradesh,False
NEW DELHI,,52.63157894736843,False,,False
NICOBAR,,63.63636363636363,False,,False
NILGIRIS,The Nilgiris,80.0,True,Tamil Nadu,False
NIRMAL,,61.53846153846154,False,,False
NIWARI,,66.66666666666667,False,,False
NIZAMABAD,Nizamabad,100.0,True,Telangana,False
NONEY,,54.54545454545454,False,,False
NORTH 24 PARGANAS,North 24 Parganas,100.0,True,West Bengal,False
NORTH AND MIDDLE ANDAMAN,North and Middle Andaman,100.0,True,Andaman and Nicobar,False
NORTH DELHI,,60.86956521739131,False,,False
NORTH GARO HILLS,North Garo Hills,100.0,True,Meghalaya,False
NORTH GOA,North Goa,100.0,True,Goa,False
NORTH TRIPURA,North Tripura,100.0,True,Tripura,False
NORTH-EAST DELHI,,56.25,False,,False
NORTH-WEST DELHI,,54.054054054054056,False,,False
NTR,,66.66666666666667,False,,False
NUH,,60.0,False,,False
OSMANABAD,Osmanabad,100.0,True,Maharashtra,False
PAKUR,Pakur,100.0,True,Jharkhand,False
PAKYONG,,50.0,False,,False
PALAKKAD,Palakkad,100.0,True,Kerala,False
PALAMAU,Palamu,92.3076923076923,True,Jharkhand,False
PALGHAR,Palghar,100.0,True,Maharashtra,False
PALI,Pali,100.0,True,Rajasthan,False
PALNADU,,76.92307692307692,False,,False
PALWAL,Palwal,100.0,True,Haryana,False
PANCH MAHALS,Panch Mahals,100.0,True,Gujarat,False
PANCHKULA,Panchkula,100.0,True,Haryana,False
PANDHURNA,,71.42857142857143,False,,False
PANIPAT,Panipat,100.0,True,Haryana,False
PANNA,Panna,100.0,True,Madhya Pradesh,False
PAPUMPARE,Papum Pare,94.73684210526316,True,Arunachal Pradesh,False
PARBHANI,Parbhani,100.0,True,Maharashtra,False
PARVATHIPURAM MANYAM,,52.94117647058824,False,,False
PASCHIM BARDHAMAN,,74.28571428571429,False,,False
PASCHIM MEDINIPUR,Pashchim Medinipur,97.14285714285714,True,West Bengal,False
PASCHIMI CHAMPARAN,Pashchim Champaran,94.44444444444444,True,Bihar,False
PASCHIMI SINGHBHUM,Pashchimi Singhbhum,97.2972972972973,True,Jharkhand,False
PATAN,Patan,100.0,True,Gujarat,False
PATHANAMTHITTA,Pathanamthitta,100.0,True,Kerala,False
PATHANKOT,Pathankot,100.0,True,Punjab,False
PATIALA,Patiala,100.0,True,Punjab,False
PATNA,Patna,100.0,True,Bihar,False
PEDDAPALLI,,57.14285714285714,False,,False
PERAMBALUR,Perambalur,100.0,True,Tamil Nadu,False
PEREN,Peren,100.0,True,Nagaland,False
PHALODI,,72.72727272727273,False,,False
PHEK,Phek,100.0,True,Nagaland,False
PILIBHIT,Pilibhit,100.0,True,Uttar Pradesh,False
PITHORAGARH,Pithoragarh,100.0,True,Uttarakhand,False
POONCH,Poonch,100.0,True,Jammu and Kashmir,False
PORBANDAR,Porbandar,100.0,True,Gujarat,False
PRAKASAM,Prakasam,100.0,True,Andhra Pradesh,False
PRATAPGARH,Pratapgarh,100.0,True,Rajasthan,True
PRATAPGARH,Pratapgarh,100.0,True,Uttar Pradesh,True
PRAYAGRAJ,,70.58823529411764,False,,False
PUDUCHERRY,Puducherry,100.0,True,Puducherry,False
PUDUKKOTTAI,Pudukkottai,100.0,True,Tamil Nadu,False
PULWAMA,Pulwama,100.0,True,Jammu and Kashmir,False
PUNE,Pune,100.0,True,Maharashtra,False
PURBA BARDHAMAN,,73.33333333333334,False,,False
PURBA MEDINIPUR,Purba Medinipur,100.0,True,West Bengal,False
PURBI CHAMPARAN,Purba Champaran,93.33333333333333,True,Bihar,False
PURBI SINGHBHUM,Purbi Singhbhum,100.0,True,Jharkhand,False
PURI,Puri,100.0,True,Odisha,False
PURNIA,Purnia,100.0,True,Bihar,False
PURULIYA,Puruliya,100.0,True,West Bengal,False
RAI BARELI,Rae Bareli,90.0,True,Uttar Pradesh,False
RAICHUR,Raichur,100.0,True,Karnataka,False
RAIGAD,,76.92307692307692,False,,False
RAIGARH,Raigarh,100.0,True,Chhattisgarh,True
RAIGARH,Raigarh,100.0,True,Maharashtra,True
RAIPUR,Raipur,100.0,True,Chhattisgarh,False
RAISEN,Raisen,100.0,True,Madhya Pradesh,False
RAJANNA(SIRCILLA),,53.84615384615385,False,,False
RAJGARH,Rajgarh,100.0,True,Madhya Pradesh,False
RAJKOT,Rajkot,100.0,True,Gujarat,False
RAJNANDGAON,Rajnandgaon,100.0,True,Chhattisgarh,False
RAJOURI,Rajouri,100.0,True,Jammu and Kashmir,False
RAJSAMAND,Rajsamand,100.0,True,Rajasthan,False
RAMANAGARA,Ramanagara,100.0,True,Karnataka,False
RAMANATHAPURAM,Ramanathapuram,100.0,True,Tamil Nadu,False
RAMBAN,Ramban,100.0,True,Jammu and Kashmir,False
RAMGARH,Ramgarh,100.0,True,Jharkhand,False
RAMPUR,Rampur,100.0,True,Uttar Pradesh,False
RANCHI,Ranchi,100.0,True,Jharkhand,False
RANGAREDDI,Ranga Reddy,85.71428571428572,True,Telangana,False
RANIPET,,71.42857142857143,False,,False
RATLAM,Ratlam,100.0,True,Madhya Pradesh,False
RATNAGIRI,Ratnagiri,100.0,True,Maharashtra,False
RAYAGADA,Rayagada,100.0,True,Odisha,False
REASI,Reasi,100.0,True,Jammu and Kashmir,False
REWA,Rewa,100.0,True,Madhya Pradesh,False
REWARI,Rewari,100.0,True,Haryana,False
RI BHOI,Ri Bhoi,100.0,True,Meghalaya,False
ROHTAK,Rohtak,100.0,True,Haryana,False
ROHTAS,Rohtas,100.0,True,Bihar,False
RUDRAPRAYAG,Rudraprayag,100.0,True,Uttarakhand,False
RUPNAGAR,Rupnagar,100.0,True,Punjab,False
SABAR KANTHA,Sabar Kantha,100.0,True,Gujarat,False
SAGAR,Sagar,100.0,True,Madhya Pradesh,False
SAHARANPUR,Saharanpur,100.0,True,Uttar Pradesh,False
SAHARSA,Saharsa,100.0,True,Bihar,False
SAHEBGANJ,Sahibganj,88.88888888888889,True,Jharkhand,False
SAHIBZADA AJIT SINGH NAGAR,Sahibzada Ajit Singh Nagar,100.0,True,Punjab,False
SAIHA,Saiha,100.0,True,Mizoram,False
SAKTI,,61.53846153846154,False,,False
SALEM,Salem,100.0,True,Tamil Nadu,False
SALUMBER,,70.58823529411764,False,,False
SAMASTIPUR,Samastipur,100.0,True,Bihar,False
SAMBA,Samba,100.0,True,Jammu and Kashmir,False
SAMBALPUR,Sambalpur,100.0,True,Odisha,False
SAMBHAL,Sambhal,100.0,True,Uttar Pradesh,False
SANCHORE,,71.42857142857143,False,,False
SANGAREDDY,Ranga Reddy,85.71428571428572,True,Telangana,False
SANGLI,Sangli,100.0,True,Maharashtra,False
SANGRUR,Sangrur,100.0,True,Punjab,False
SANT KABIR NAGAR,Sant Kabir Nagar,100.0,True,Uttar Pradesh,False
SANT RAVIDAS NAGAR,Sant Ravi Das Nagar,97.2972972972973,True,Uttar Pradesh,False
SARAN,Saran,100.0,True,Bihar,False
SARANGARH-BILAIGARH,,57.14285714285714,False,,False
SATARA,Satara,100.0,True,Maharashtra,False
SATNA,Satna,100.0,True,Madhya Pradesh,False
SAWAI MADHOPUR,Sawai Madhopur,100.0,True,Rajasthan,False
SEHORE,Sehore,100.0,True,Madhya Pradesh,False
SENAPATI,Senapati,100.0,True,Manipur,False
SEONI,Seoni,100.0,True,Madhya Pradesh,False
SEPAHIJALA,Sipahijala,90.0,True,Tripura,False
SERAIKELA-KHARSAWAN,Saraikela-kharsawan,94.73684210526316,True,Jharkhand,False
SERCHHIP,Serchhip,100.0,True,Mizoram,False
SHAHDARA,Saharsa,80.0,True,Bihar,False
SHAHDOL,Shahdol,100.0,True,Madhya Pradesh,False
SHAHID BHAGAT SINGH NAGAR,Shahid Bhagat Singh Nagar,100.0,True,Punjab,False
SHAHJAHANPUR,Shahjahanpur,100.0,True,Uttar Pradesh,False
SHAHPURA,,77.77777777777779,False,,False
SHAJAPUR,Shajapur,100.0,True,Madhya Pradesh,False
SHAMLI,Shamli,100.0,True,Uttar Pradesh,False
SHEIKHPURA,Sheikhpura,100.0,True,Bihar,False
SHEOHAR,Sheohar,100.0,True,Bihar,False
SHEOPUR,Sheopur,100.0,True,Madhya Pradesh,False
SHIMLA,Shimla,100.0,True,Himachal Pradesh,False
SHIVAMOGGA,Shimoga,82.35294117647058,True,Karnataka,False
SHIVPURI,Shivpuri,100.0,True,Madhya Pradesh,False
SHOPIAN,Shupiyan,80.0,True,Jammu and Kashmir,False
SHRAVASTI,Shravasti,100.0,True,Uttar Pradesh,False
SIAHA,Saiha,80.0,True,Mizoram,False
SIBSAGAR,Sivasagar,82.35294117647058,True,Assam,False
SIDDIPET,,61.53846153846154,False,,False
SIDHARTHANAGAR,Siddharth Nagar,89.65517241379311,True,Uttar Pradesh,False
SIDHI,Sidhi,100.0,True,Madhya Pradesh,False
SIKAR,Sikar,100.0,True,Rajasthan,False
SIMDEGA,Simdega,100.0,True,Jharkhand,False
SINDHUDURG,Sindhudurg,100.0,True,Maharashtra,False
SINGRAULI,Singrauli,100.0,True,Madhya Pradesh,False
SIRMAUR,Sirmaur,100.0,True,Himachal Pradesh,False
SIROHI,Sirohi,100.0,True,Rajasthan,False
SIRSA,Sirsa,100.0,True,Haryana,False
SITAMARHI,Sitamarhi,100.0,True,Bihar,False
SITAPUR,Sitapur,100.0,True,Uttar Pradesh,False
SIVAGANGA,Sivaganga,100.0,True,Tamil Nadu,False
SIWAN,Siwan,100.0,True,Bihar,False
SOLAN,Solan,100.0,True,Himachal Pradesh,False
SOLAPUR,Solapur,100.0,True,Maharashtra,False
SONBHADRA,Sonbhadra,100.0,True,Uttar Pradesh,False
SONEPUR,Sonitpur,80.0,True,Assam,False
SONIPAT,Sonipat,100.0,True,Haryana,False
SONITPUR,Sonitpur,100.0,True,Assam,False
SORENG,,66.66666666666667,False,,False
SOUTH 24 PARGANAS,South 24 Parganas,100.0,True,West Bengal,False
SOUTH ANDAMAN,South Andaman,100.0,True,Andaman and Nicobar,False
SOUTH DELHI,,60.86956521739131,False,,False
SOUTH GARO HILLS,South Garo Hills,100.0,True,Meghalaya,False
SOUTH GOA,South Goa,100.0,True,Goa,False
SOUTH SALMARA-MANKACHAR,,61.111111111111114,False,,False
SOUTH TRIPURA,South Tripura,100.0,True,Tripura,False
SOUTH WEST GARO HILLS,South West Garo Hills,100.0,True,Meghalaya,False
SOUTH WEST KHASI HILLS,South West Khasi Hills,100.0,True,Meghalaya,False
SOUTH-EAST DELHI,,59.45945945945945,False,,False
SOUTH-WEST DELHI,,64.86486486486487,False,,False
SRI POTTI SRIRAMULU NELLORE,,42.10526315789473,False,,False
SRI SATHYA SAI,,57.14285714285714,False,,False
SRIKAKULAM,Srikakulam,100.0,True,Andhra Pradesh,False
SRINAGAR,Srinagar,100.0,True,Jammu and Kashmir,False
SUKMA,Sukma,100.0,True,Chhattisgarh,False
SULTANPUR,Sultanpur,100.0,True,Uttar Pradesh,False
SUNDARGARH,Sundargarh,100.0,True,Odisha,False
SUPAUL,Supaul,100.0,True,Bihar,False
SURAJPUR,Surajpur,100.0,True,Chhattisgarh,False
SURAT,Surat,100.0,True,Gujarat,False
SURENDRANAGAR,Surendranagar,100.0,True,Gujarat,False
SURGUJA,Surguja,100.0,True,Chhattisgarh,False
SURYAPET,,76.92307692307692,False,,False
TAMENGLONG,Tamenglong,100.0,True,Manipur,False
TAMULPUR,,75.0,False,,False
TAPI,Tapi,100.0,True,Gujarat,False
TARN TARAN,Tarn Taran,100.0,True,Punjab,False
TAWANG,Tawang,100.0,True,Arunachal Pradesh,False
TEHRI GARHWAL,Tehri Garhwal,100.0,True,Uttarakhand,False
TENGNOUPAL,,58.82352941176471,False,,False
TENKASI,,66.66666666666667,False,,False
THANE,Thane,100.0,True,Maharashtra,False
THANJAVUR,Thanjavur,100.0,True,Tamil Nadu,False
THENI,Theni,100.0,True,Tamil Nadu,False
THIRUVALLUR,Thiruvallur,100.0,True,Tamil Nadu,False
THIRUVANANTHAPURAM,Thiruvananthapuram,100.0,True,Kerala,False
THIRUVARUR,Thiruvarur,100.0,True,Tamil Nadu,False
THOUBAL,Thoubal,100.0,True,Manipur,False
THRISSUR,Thrissur,100.0,True,Kerala,False
TIKAMGARH,Tikamgarh,100.0,True,Madhya Pradesh,False
TINSUKIA,Tinsukia,100.0,True,Assam,False
TIRUCHIRAPALLI,Tiruchirappalli,96.55172413793103,True,Tamil Nadu,False
TIRUNELVALI,Tirunelveli,90.9090909090909,True,Tamil Nadu,False
TIRUPATHUR,,77.77777777777779,False,,False
TIRUPATI,,62.5,False,,False
TIRUPPUR,Tiruppur,100.0,True,Tamil Nadu,False
TIRUVANNAMALAI,Tiruvannamalai,100.0,True,Tamil Nadu,False
TONK,Tonk,100.0,True,Rajasthan,False
TOOTHUKUDI,Thoothukkudi,90.9090909090909,True,Tamil Nadu,False
TUENSANG,Tuensang,100.0,True,Nagaland,False
TUMAKURU,Tumkur,85.71428571428572,True,Karnataka,False
UDAIPUR,Udaipur,100.0,True,Rajasthan,False
UDALGURI,Udalguri,100.0,True,Assam,False
UDHAM SINGH NAGAR,Udham Singh Nagar,100.0,True,Uttarakhand,False
UDHAMPUR,Udhampur,100.0,True,Jammu and Kashmir,False
UDIPI,Udupi,80.0,True,Karnataka,False
UJJAIN,Ujjain,100.0,True,Madhya Pradesh,False
UKHRUL,Ukhrul,100.0,True,Manipur,False
UMARIA,Umaria,100.0,True,Madhya Pradesh,False
UNA,Una,100.0,True,Himachal Pradesh,False
UNAKOTI,Unokoti,85.71428571428572,True,Tripura,False
UNNAO,Unnao,100.0,True,Uttar Pradesh,False
UTTAR BASTAR KANKER,Uttar Bastar Kanker,100.0,True,Chhattisgarh,False
UTTAR DINAJPUR,Uttar Dinajpur,100.0,True,West Bengal,False
UTTAR KANNAD,Uttara Kannada,92.3076923076923,True,Karnataka,False
UTTAR KASHI,Uttarkashi,95.23809523809523,True,Uttarakhand,False
VADODARA,Vadodara,100.0,True,Gujarat,False
VAISHALI,Vaishali,100.0,True,Bihar,False
VALSAD,Valsad,100.0,True,Gujarat,False
VARANASI,Varanasi,100.0,True,Uttar Pradesh,False
VELLORE,Vellore,100.0,True,Tamil Nadu,False
VIDISHA,Vidisha,100.0,True,Madhya Pradesh,False
VIJAYANAGARA,,75.0,False,,False
VIJAYAPURA,,70.58823529411764,False,,False
VIKARABAD,,66.66666666666667,False,,False
VILLUPURAM,Viluppuram,90.0,True,Tamil Nadu,False
VIRUDHUNAGAR,Virudunagar,95.65217391304348,True,Tamil Nadu,False
VISAKHAPATNAM,Visakhapatnam,100.0,True,Andhra Pradesh,False
VIZIANAGARAM,Vizianagaram,100.0,True,Andhra Pradesh,False
WANAPARTHY,,60.0,False,,False
WARANGAL,Warangal,100.0,True,Telangana,False
WARDHA,Wardha,100.0,True,Maharashtra,False
WASHIM,Washim,100.0,True,Maharashtra,False
WAYANAD,Wayanad,100.0,True,Kerala,False
WEST DELHI,,60.86956521739131,False,,False
WEST GARO HILLS,West Garo Hills,100.0,True,Meghalaya,False
WEST GODAVARI,West Godavari,100.0,True,Andhra Pradesh,False
WEST JAINTIA HILLS,Jaintia Hills,83.87096774193549,True,Meghalaya,False
WEST KAMENG,West Kameng,100.0,True,Arunachal Pradesh,False
WEST KARBI ANGLONG,Karbi Anglong,83.87096774193549,True,Assam,False
WEST KHASI HILLS,West Khasi Hills,100.0,True,Meghalaya,False
WEST NIMAR,West Nimar,100.0,True,Madhya Pradesh,False
WEST SIANG,West Siang,100.0,True,Arunachal Pradesh,False
WEST TRIPURA,West Tripura,100.0,True,Tripura,False
WOKHA,Wokha,100.0,True,Nagaland,False
Y.S.R.,Y.S.R.,100.0,True,Andhra Pradesh,False
YADADRI BHUVANAGIRI,,60.0,False,,False
YADGIR,Yadgir,100.0,True,Karnataka,False
YAMUNANAGAR,Yamunanagar,100.0,True,Haryana,False
YANAM,Yanam,100.0,True,Puducherry,False
YAVATMAL,Yavatmal,100.0,True,Maharashtra,False
ZUNHEBOTO,Zunheboto,100.0,True,Nagaland,False
