district_gadm,state_gadm,quarter,year,q,quarter_num,deposits,district_rbi,state_rbi
Korba,Chhattisgarh,2018Q3,2018,3,56,102,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2018Q4,2018,4,57,102,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2019Q1,2019,1,58,100,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2019Q2,2019,2,59,108,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2019Q3,2019,3,60,109,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2019Q4,2019,4,61,112,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2020Q1,2020,1,62,111,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2020Q2,2020,2,63,110,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2020Q3,2020,3,64,114,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2020Q4,2020,4,65,112,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2021Q1,2021,1,66,115,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2021Q2,2021,2,67,115,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2021Q3,2021,3,68,120,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2021Q4,2021,4,69,121,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2022Q1,2022,1,70,122,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2022Q2,2022,2,71,125,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2022Q3,2022,3,72,122,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2022Q4,2022,4,73,122,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2023Q1,2023,1,74,9843.5437,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2023Q2,2023,2,75,10136.2346,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2023Q3,2023,3,76,10875.6982,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2023Q4,2023,4,77,10568.7803,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2024Q1,2024,1,78,10794.582,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2024Q2,2024,2,79,11081.2598,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2024Q3,2024,3,80,11438.474999999999,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2024Q4,2024,4,81,11305.5924,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2025Q1,2025,1,82,11227.214100000001,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2025Q2,2025,2,83,11749.607899999999,KORBA,CHHATTISGARH
Korba,Chhattisgarh,2025Q3,2025,3,84,12145.840400000001,KORBA,CHHATTISGARH
Koriya,Chhattisgarh,2004Q1,2004,1,1,40,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2004Q2,2004,2,2,40,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2004Q3,2004,3,3,40,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2004Q4,2004,4,4,40,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2005Q1,2005,1,5,40,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2005Q2,2005,2,6,39,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2005Q3,2005,3,7,39,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2005Q4,2005,4,8,39,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2006Q1,2006,1,9,39,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2006Q2,2006,2,10,39,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2006Q3,2006,3,11,39,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2006Q4,2006,4,12,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2007Q1,2007,1,13,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2007Q2,2007,2,14,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2007Q3,2007,3,15,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2007Q4,2007,4,16,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2008Q1,2008,1,17,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2008Q2,2008,2,18,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2008Q3,2008,3,19,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2008Q4,2008,4,20,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2009Q1,2009,1,21,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2009Q2,2009,2,22,41,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2009Q3,2009,3,23,43,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2009Q4,2009,4,24,43,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2010Q1,2010,1,25,43,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2010Q2,2010,2,26,44,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2010Q3,2010,3,27,45,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2010Q4,2010,4,28,46,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2011Q1,2011,1,29,50,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2011Q2,2011,2,30,52,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2011Q3,2011,3,31,52,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2011Q4,2011,4,32,54,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2012Q1,2012,1,33,58,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2012Q2,2012,2,34,60,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2012Q3,2012,3,35,61,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2012Q4,2012,4,36,62,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2013Q1,2013,1,37,63,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2013Q2,2013,2,38,64,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2013Q3,2013,3,39,66,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2013Q4,2013,4,40,66,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2014Q1,2014,1,41,66,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2014Q2,2014,2,42,66,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2014Q3,2014,3,43,66,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2014Q4,2014,4,44,66,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2015Q1,2015,1,45,67,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2015Q2,2015,2,46,69,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2015Q3,2015,3,47,70,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2015Q4,2015,4,48,71,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2016Q1,2016,1,49,71,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2016Q2,2016,2,50,71,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2017Q2,2017,2,51,73,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2017Q3,2017,3,52,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2017Q4,2017,4,53,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2018Q1,2018,1,54,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2018Q2,2018,2,55,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2018Q3,2018,3,56,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2018Q4,2018,4,57,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2019Q1,2019,1,58,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2019Q2,2019,2,59,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2019Q3,2019,3,60,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2019Q4,2019,4,61,74,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2020Q1,2020,1,62,77,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2020Q2,2020,2,63,78,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2020Q3,2020,3,64,78,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2020Q4,2020,4,65,76,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2021Q1,2021,1,66,76,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2021Q2,2021,2,67,76,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2021Q3,2021,3,68,76,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2021Q4,2021,4,69,76,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2022Q1,2022,1,70,77,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2022Q2,2022,2,71,77,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2022Q3,2022,3,72,77,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2022Q4,2022,4,73,30,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2023Q1,2023,1,74,1472.3512999999998,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2023Q2,2023,2,75,1468.8627,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2023Q3,2023,3,76,1549.3736,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2023Q4,2023,4,77,1564.5524,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2024Q1,2024,1,78,1635.3295,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2024Q2,2024,2,79,1632.9261999999999,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2024Q3,2024,3,80,1678.5881,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2024Q4,2024,4,81,1688.4441,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2025Q1,2025,1,82,1743.4042000000002,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2025Q2,2025,2,83,1761.95,KORIYA,CHHATTISGARH
Koriya,Chhattisgarh,2025Q3,2025,3,84,1814.0923,KORIYA,CHHATTISGARH
Kota,Rajasthan,2004Q1,2004,1,1,127,KOTA,RAJASTHAN
Kota,Rajasthan,2004Q2,2004,2,2,126,KOTA,RAJASTHAN
Kota,Rajasthan,2004Q3,2004,3,3,127,KOTA,RAJASTHAN
Kota,Rajasthan,2004Q4,2004,4,4,128,KOTA,RAJASTHAN
Kota,Rajasthan,2005Q1,2005,1,5,131,KOTA,RAJASTHAN
Kota,Rajasthan,2005Q2,2005,2,6,132,KOTA,RAJASTHAN
Kota,Rajasthan,2005Q3,2005,3,7,132,KOTA,RAJASTHAN
Kota,Rajasthan,2005Q4,2005,4,8,132,KOTA,RAJASTHAN
Kota,Rajasthan,2006Q1,2006,1,9,132,KOTA,RAJASTHAN
Kota,Rajasthan,2006Q2,2006,2,10,132,KOTA,RAJASTHAN
Kota,Rajasthan,2006Q3,2006,3,11,134,KOTA,RAJASTHAN
Kota,Rajasthan,2006Q4,2006,4,12,134,KOTA,RAJASTHAN
Kota,Rajasthan,2007Q1,2007,1,13,140,KOTA,RAJASTHAN
Kota,Rajasthan,2007Q2,2007,2,14,141,KOTA,RAJASTHAN
Kota,Rajasthan,2007Q3,2007,3,15,142,KOTA,RAJASTHAN
Kota,Rajasthan,2007Q4,2007,4,16,143,KOTA,RAJASTHAN
Kota,Rajasthan,2008Q1,2008,1,17,144,KOTA,RAJASTHAN
Kota,Rajasthan,2008Q2,2008,2,18,146,KOTA,RAJASTHAN
Kota,Rajasthan,2008Q3,2008,3,19,149,KOTA,RAJASTHAN
Kota,Rajasthan,2008Q4,2008,4,20,151,KOTA,RAJASTHAN
Kota,Rajasthan,2009Q1,2009,1,21,152,KOTA,RAJASTHAN
Kota,Rajasthan,2009Q2,2009,2,22,154,KOTA,RAJASTHAN
Kota,Rajasthan,2009Q3,2009,3,23,158,KOTA,RAJASTHAN
Kota,Rajasthan,2009Q4,2009,4,24,158,KOTA,RAJASTHAN
Kota,Rajasthan,2010Q1,2010,1,25,158,KOTA,RAJASTHAN
Kota,Rajasthan,2010Q2,2010,2,26,160,KOTA,RAJASTHAN
Kota,Rajasthan,2010Q3,2010,3,27,161,KOTA,RAJASTHAN
Kota,Rajasthan,2010Q4,2010,4,28,161,KOTA,RAJASTHAN
Kota,Rajasthan,2011Q1,2011,1,29,164,KOTA,RAJASTHAN
Kota,Rajasthan,2011Q2,2011,2,30,167,KOTA,RAJASTHAN
Kota,Rajasthan,2011Q3,2011,3,31,169,KOTA,RAJASTHAN
Kota,Rajasthan,2011Q4,2011,4,32,169,KOTA,RAJASTHAN
Kota,Rajasthan,2012Q1,2012,1,33,174,KOTA,RAJASTHAN
Kota,Rajasthan,2012Q2,2012,2,34,177,KOTA,RAJASTHAN
Kota,Rajasthan,2012Q3,2012,3,35,177,KOTA,RAJASTHAN
Kota,Rajasthan,2012Q4,2012,4,36,184,KOTA,RAJASTHAN
Kota,Rajasthan,2013Q1,2013,1,37,189,KOTA,RAJASTHAN
Kota,Rajasthan,2013Q2,2013,2,38,191,KOTA,RAJASTHAN
Kota,Rajasthan,2013Q3,2013,3,39,194,KOTA,RAJASTHAN
Kota,Rajasthan,2013Q4,2013,4,40,194,KOTA,RAJASTHAN
Kota,Rajasthan,2014Q1,2014,1,41,204,KOTA,RAJASTHAN
Kota,Rajasthan,2014Q2,2014,2,42,207,KOTA,RAJASTHAN
Kota,Rajasthan,2014Q3,2014,3,43,211,KOTA,RAJASTHAN
Kota,Rajasthan,2014Q4,2014,4,44,211,KOTA,RAJASTHAN
Kota,Rajasthan,2015Q1,2015,1,45,217,KOTA,RAJASTHAN
Kota,Rajasthan,2015Q2,2015,2,46,217,KOTA,RAJASTHAN
Kota,Rajasthan,2015Q3,2015,3,47,221,KOTA,RAJASTHAN
Kota,Rajasthan,2015Q4,2015,4,48,222,KOTA,RAJASTHAN
Kota,Rajasthan,2016Q1,2016,1,49,230,KOTA,RAJASTHAN
Kota,Rajasthan,2016Q2,2016,2,50,234,KOTA,RAJASTHAN
Kota,Rajasthan,2017Q2,2017,2,51,241,KOTA,RAJASTHAN
Kota,Rajasthan,2017Q3,2017,3,52,238,KOTA,RAJASTHAN
Kota,Rajasthan,2017Q4,2017,4,53,242,KOTA,RAJASTHAN
Kota,Rajasthan,2018Q1,2018,1,54,245,KOTA,RAJASTHAN
Kota,Rajasthan,2018Q2,2018,2,55,246,KOTA,RAJASTHAN
Kota,Rajasthan,2018Q3,2018,3,56,246,KOTA,RAJASTHAN
Kota,Rajasthan,2018Q4,2018,4,57,247,KOTA,RAJASTHAN
Kota,Rajasthan,2019Q1,2019,1,58,248,KOTA,RAJASTHAN
Kota,Rajasthan,2019Q2,2019,2,59,259,KOTA,RAJASTHAN
Kota,Rajasthan,2019Q3,2019,3,60,259,KOTA,RAJASTHAN
Kota,Rajasthan,2019Q4,2019,4,61,259,KOTA,RAJASTHAN
Kota,Rajasthan,2020Q1,2020,1,62,264,KOTA,RAJASTHAN
Kota,Rajasthan,2020Q2,2020,2,63,266,KOTA,RAJASTHAN
Kota,Rajasthan,2020Q3,2020,3,64,266,KOTA,RAJASTHAN
Kota,Rajasthan,2020Q4,2020,4,65,265,KOTA,RAJASTHAN
Kota,Rajasthan,2021Q1,2021,1,66,266,KOTA,RAJASTHAN
Kota,Rajasthan,2021Q2,2021,2,67,269,KOTA,RAJASTHAN
Kota,Rajasthan,2021Q3,2021,3,68,269,KOTA,RAJASTHAN
Kota,Rajasthan,2021Q4,2021,4,69,269,KOTA,RAJASTHAN
Kota,Rajasthan,2022Q1,2022,1,70,272,KOTA,RAJASTHAN
Kota,Rajasthan,2022Q2,2022,2,71,274,KOTA,RAJASTHAN
Kota,Rajasthan,2022Q3,2022,3,72,277,KOTA,RAJASTHAN
Kota,Rajasthan,2022Q4,2022,4,73,282,KOTA,RAJASTHAN
Kota,Rajasthan,2023Q1,2023,1,74,26623.9005,KOTA,RAJASTHAN
Kota,Rajasthan,2023Q2,2023,2,75,27536.8038,KOTA,RAJASTHAN
Kota,Rajasthan,2023Q3,2023,3,76,28641.755100000002,KOTA,RAJASTHAN
Kota,Rajasthan,2023Q4,2023,4,77,28998.4963,KOTA,RAJASTHAN
Kota,Rajasthan,2024Q1,2024,1,78,29545.1282,KOTA,RAJASTHAN
Kota,Rajasthan,2024Q2,2024,2,79,30030.256699999998,KOTA,RAJASTHAN
Kota,Rajasthan,2024Q3,2024,3,80,31249.9419,KOTA,RAJASTHAN
Kota,Rajasthan,2024Q4,2024,4,81,31060.1548,KOTA,RAJASTHAN
Kota,Rajasthan,2025Q1,2025,1,82,32508.1873,KOTA,RAJASTHAN
Kota,Rajasthan,2025Q2,2025,2,83,32951.5519,KOTA,RAJASTHAN
Kota,Rajasthan,2025Q3,2025,3,84,34068.636,KOTA,RAJASTHAN
Kottayam,Kerala,2004Q1,2004,1,1,273,KOTTAYAM,KERALA
Kottayam,Kerala,2004Q2,2004,2,2,275,KOTTAYAM,KERALA
Kottayam,Kerala,2004Q3,2004,3,3,275,KOTTAYAM,KERALA
Kottayam,Kerala,2004Q4,2004,4,4,278,KOTTAYAM,KERALA
Kottayam,Kerala,2005Q1,2005,1,5,279,KOTTAYAM,KERALA
Kottayam,Kerala,2005Q2,2005,2,6,279,KOTTAYAM,KERALA
Kottayam,Kerala,2005Q3,2005,3,7,279,KOTTAYAM,KERALA
Kottayam,Kerala,2005Q4,2005,4,8,279,KOTTAYAM,KERALA
Kottayam,Kerala,2006Q1,2006,1,9,280,KOTTAYAM,KERALA
Kottayam,Kerala,2006Q2,2006,2,10,282,KOTTAYAM,KERALA
Kottayam,Kerala,2006Q3,2006,3,11,283,KOTTAYAM,KERALA
Kottayam,Kerala,2006Q4,2006,4,12,288,KOTTAYAM,KERALA
Kottayam,Kerala,2007Q1,2007,1,13,292,KOTTAYAM,KERALA
Kottayam,Kerala,2007Q2,2007,2,14,293,KOTTAYAM,KERALA
Kottayam,Kerala,2007Q3,2007,3,15,294,KOTTAYAM,KERALA
Kottayam,Kerala,2007Q4,2007,4,16,297,KOTTAYAM,KERALA
Kottayam,Kerala,2008Q1,2008,1,17,302,KOTTAYAM,KERALA
Kottayam,Kerala,2008Q2,2008,2,18,310,KOTTAYAM,KERALA
Kottayam,Kerala,2008Q3,2008,3,19,314,KOTTAYAM,KERALA
Kottayam,Kerala,2008Q4,2008,4,20,318,KOTTAYAM,KERALA
Kottayam,Kerala,2009Q1,2009,1,21,322,KOTTAYAM,KERALA
Kottayam,Kerala,2009Q2,2009,2,22,326,KOTTAYAM,KERALA
Kottayam,Kerala,2009Q3,2009,3,23,329,KOTTAYAM,KERALA
Kottayam,Kerala,2009Q4,2009,4,24,331,KOTTAYAM,KERALA
Kottayam,Kerala,2010Q1,2010,1,25,331,KOTTAYAM,KERALA
Kottayam,Kerala,2010Q2,2010,2,26,334,KOTTAYAM,KERALA
Kottayam,Kerala,2010Q3,2010,3,27,343,KOTTAYAM,KERALA
Kottayam,Kerala,2010Q4,2010,4,28,346,KOTTAYAM,KERALA
Kottayam,Kerala,2011Q1,2011,1,29,353,KOTTAYAM,KERALA
Kottayam,Kerala,2011Q2,2011,2,30,355,KOTTAYAM,KERALA
Kottayam,Kerala,2011Q3,2011,3,31,362,KOTTAYAM,KERALA
Kottayam,Kerala,2011Q4,2011,4,32,367,KOTTAYAM,KERALA
Kottayam,Kerala,2012Q1,2012,1,33,378,KOTTAYAM,KERALA
Kottayam,Kerala,2012Q2,2012,2,34,392,KOTTAYAM,KERALA
Kottayam,Kerala,2012Q3,2012,3,35,408,KOTTAYAM,KERALA
Kottayam,Kerala,2012Q4,2012,4,36,413,KOTTAYAM,KERALA
Kottayam,Kerala,2013Q1,2013,1,37,427,KOTTAYAM,KERALA
Kottayam,Kerala,2013Q2,2013,2,38,430,KOTTAYAM,KERALA
Kottayam,Kerala,2013Q3,2013,3,39,435,KOTTAYAM,KERALA
Kottayam,Kerala,2013Q4,2013,4,40,447,KOTTAYAM,KERALA
Kottayam,Kerala,2014Q1,2014,1,41,458,KOTTAYAM,KERALA
Kottayam,Kerala,2014Q2,2014,2,42,464,KOTTAYAM,KERALA
Kottayam,Kerala,2014Q3,2014,3,43,470,KOTTAYAM,KERALA
Kottayam,Kerala,2014Q4,2014,4,44,473,KOTTAYAM,KERALA
Kottayam,Kerala,2015Q1,2015,1,45,475,KOTTAYAM,KERALA
Kottayam,Kerala,2015Q2,2015,2,46,478,KOTTAYAM,KERALA
Kottayam,Kerala,2015Q3,2015,3,47,481,KOTTAYAM,KERALA
Kottayam,Kerala,2015Q4,2015,4,48,485,KOTTAYAM,KERALA
Kottayam,Kerala,2016Q1,2016,1,49,487,KOTTAYAM,KERALA
Kottayam,Kerala,2016Q2,2016,2,50,488,KOTTAYAM,KERALA
Kottayam,Kerala,2017Q2,2017,2,51,504,KOTTAYAM,KERALA
Kottayam,Kerala,2017Q3,2017,3,52,506,KOTTAYAM,KERALA
Kottayam,Kerala,2017Q4,2017,4,53,498,KOTTAYAM,KERALA
Kottayam,Kerala,2018Q1,2018,1,54,498,KOTTAYAM,KERALA
Kottayam,Kerala,2018Q2,2018,2,55,498,KOTTAYAM,KERALA
Kottayam,Kerala,2018Q3,2018,3,56,498,KOTTAYAM,KERALA
Kottayam,Kerala,2018Q4,2018,4,57,509,KOTTAYAM,KERALA
Kottayam,Kerala,2019Q1,2019,1,58,508,KOTTAYAM,KERALA
Kottayam,Kerala,2019Q2,2019,2,59,511,KOTTAYAM,KERALA
Kottayam,Kerala,2019Q3,2019,3,60,517,KOTTAYAM,KERALA
Kottayam,Kerala,2019Q4,2019,4,61,520,KOTTAYAM,KERALA
Kottayam,Kerala,2020Q1,2020,1,62,518,KOTTAYAM,KERALA
Kottayam,Kerala,2020Q2,2020,2,63,522,KOTTAYAM,KERALA
Kottayam,Kerala,2020Q3,2020,3,64,526,KOTTAYAM,KERALA
Kottayam,Kerala,2020Q4,2020,4,65,524,KOTTAYAM,KERALA
Kottayam,Kerala,2021Q1,2021,1,66,522,KOTTAYAM,KERALA
Kottayam,Kerala,2021Q2,2021,2,67,521,KOTTAYAM,KERALA
Kottayam,Kerala,2021Q3,2021,3,68,522,KOTTAYAM,KERALA
Kottayam,Kerala,2021Q4,2021,4,69,521,KOTTAYAM,KERALA
Kottayam,Kerala,2022Q1,2022,1,70,520,KOTTAYAM,KERALA
Kottayam,Kerala,2022Q2,2022,2,71,522,KOTTAYAM,KERALA
Kottayam,Kerala,2022Q3,2022,3,72,526,KOTTAYAM,KERALA
Kottayam,Kerala,2022Q4,2022,4,73,526,KOTTAYAM,KERALA
Kottayam,Kerala,2023Q1,2023,1,74,54346.532300000006,KOTTAYAM,KERALA
Kottayam,Kerala,2023Q2,2023,2,75,55324.9692,KOTTAYAM,KERALA
Kottayam,Kerala,2023Q3,2023,3,76,56978.617,KOTTAYAM,KERALA
Kottayam,Kerala,2023Q4,2023,4,77,59358.9791,KOTTAYAM,KERALA
Kottayam,Kerala,2024Q1,2024,1,78,61005.9901,KOTTAYAM,KERALA
Kottayam,Kerala,2024Q2,2024,2,79,62499.3551,KOTTAYAM,KERALA
Kottayam,Kerala,2024Q3,2024,3,80,64444.18,KOTTAYAM,KERALA
Kottayam,Kerala,2024Q4,2024,4,81,65489.3701,KOTTAYAM,KERALA
Kottayam,Kerala,2025Q1,2025,1,82,67546.44840000001,KOTTAYAM,KERALA
Kottayam,Kerala,2025Q2,2025,2,83,69329.24609999999,KOTTAYAM,KERALA
Kottayam,Kerala,2025Q3,2025,3,84,71201.7946,KOTTAYAM,KERALA
Kozhikode,Kerala,2004Q1,2004,1,1,259,KOZHIKODE,KERALA
Kozhikode,Kerala,2004Q2,2004,2,2,259,KOZHIKODE,KERALA
Kozhikode,Kerala,2004Q3,2004,3,3,259,KOZHIKODE,KERALA
Kozhikode,Kerala,2004Q4,2004,4,4,261,KOZHIKODE,KERALA
Kozhikode,Kerala,2005Q1,2005,1,5,263,KOZHIKODE,KERALA
Kozhikode,Kerala,2005Q2,2005,2,6,263,KOZHIKODE,KERALA
Kozhikode,Kerala,2005Q3,2005,3,7,263,KOZHIKODE,KERALA
Kozhikode,Kerala,2005Q4,2005,4,8,263,KOZHIKODE,KERALA
Kozhikode,Kerala,2006Q1,2006,1,9,264,KOZHIKODE,KERALA
Kozhikode,Kerala,2006Q2,2006,2,10,265,KOZHIKODE,KERALA
Kozhikode,Kerala,2006Q3,2006,3,11,265,KOZHIKODE,KERALA
Kozhikode,Kerala,2006Q4,2006,4,12,266,KOZHIKODE,KERALA
Kozhikode,Kerala,2007Q1,2007,1,13,266,KOZHIKODE,KERALA
Kozhikode,Kerala,2007Q2,2007,2,14,266,KOZHIKODE,KERALA
Kozhikode,Kerala,2007Q3,2007,3,15,270,KOZHIKODE,KERALA
Kozhikode,Kerala,2007Q4,2007,4,16,271,KOZHIKODE,KERALA
Kozhikode,Kerala,2008Q1,2008,1,17,275,KOZHIKODE,KERALA
Kozhikode,Kerala,2008Q2,2008,2,18,280,KOZHIKODE,KERALA
Kozhikode,Kerala,2008Q3,2008,3,19,280,KOZHIKODE,KERALA
Kozhikode,Kerala,2008Q4,2008,4,20,281,KOZHIKODE,KERALA
Kozhikode,Kerala,2009Q1,2009,1,21,284,KOZHIKODE,KERALA
Kozhikode,Kerala,2009Q2,2009,2,22,287,KOZHIKODE,KERALA
Kozhikode,Kerala,2009Q3,2009,3,23,293,KOZHIKODE,KERALA
Kozhikode,Kerala,2009Q4,2009,4,24,296,KOZHIKODE,KERALA
Kozhikode,Kerala,2010Q1,2010,1,25,297,KOZHIKODE,KERALA
Kozhikode,Kerala,2010Q2,2010,2,26,303,KOZHIKODE,KERALA
Kozhikode,Kerala,2010Q3,2010,3,27,307,KOZHIKODE,KERALA
Kozhikode,Kerala,2010Q4,2010,4,28,311,KOZHIKODE,KERALA
Kozhikode,Kerala,2011Q1,2011,1,29,314,KOZHIKODE,KERALA
Kozhikode,Kerala,2011Q2,2011,2,30,317,KOZHIKODE,KERALA
Kozhikode,Kerala,2011Q3,2011,3,31,317,KOZHIKODE,KERALA
Kozhikode,Kerala,2011Q4,2011,4,32,317,KOZHIKODE,KERALA
Kozhikode,Kerala,2012Q1,2012,1,33,331,KOZHIKODE,KERALA
Kozhikode,Kerala,2012Q2,2012,2,34,338,KOZHIKODE,KERALA
Kozhikode,Kerala,2012Q3,2012,3,35,337,KOZHIKODE,KERALA
Kozhikode,Kerala,2012Q4,2012,4,36,342,KOZHIKODE,KERALA
Kozhikode,Kerala,2013Q1,2013,1,37,351,KOZHIKODE,KERALA
Kozhikode,Kerala,2013Q2,2013,2,38,355,KOZHIKODE,KERALA
Kozhikode,Kerala,2013Q3,2013,3,39,364,KOZHIKODE,KERALA
Kozhikode,Kerala,2013Q4,2013,4,40,382,KOZHIKODE,KERALA
Kozhikode,Kerala,2014Q1,2014,1,41,393,KOZHIKODE,KERALA
Kozhikode,Kerala,2014Q2,2014,2,42,399,KOZHIKODE,KERALA
Kozhikode,Kerala,2014Q3,2014,3,43,403,KOZHIKODE,KERALA
Kozhikode,Kerala,2014Q4,2014,4,44,411,KOZHIKODE,KERALA
Kozhikode,Kerala,2015Q1,2015,1,45,423,KOZHIKODE,KERALA
Kozhikode,Kerala,2015Q2,2015,2,46,427,KOZHIKODE,KERALA
Kozhikode,Kerala,2015Q3,2015,3,47,425,KOZHIKODE,KERALA
Kozhikode,Kerala,2015Q4,2015,4,48,431,KOZHIKODE,KERALA
Kozhikode,Kerala,2016Q1,2016,1,49,437,KOZHIKODE,KERALA
