district_gadm,state_gadm,quarter,year,q,quarter_num,deposits,district_rbi,state_rbi
Bokaro,Jharkhand,2025Q1,2025,1,82,25988.0287,BOKARO,JHARKHAND
Bokaro,Jharkhand,2025Q2,2025,2,83,25464.9116,BOKARO,JHARKHAND
Bokaro,Jharkhand,2025Q3,2025,3,84,26256.0713,BOKARO,JHARKHAND
Bongaigaon,Assam,2004Q1,2004,1,1,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2004Q2,2004,2,2,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2004Q3,2004,3,3,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2004Q4,2004,4,4,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2005Q1,2005,1,5,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2005Q2,2005,2,6,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2005Q3,2005,3,7,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2005Q4,2005,4,8,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2006Q1,2006,1,9,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2006Q2,2006,2,10,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2006Q3,2006,3,11,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2006Q4,2006,4,12,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2007Q1,2007,1,13,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2007Q2,2007,2,14,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2007Q3,2007,3,15,27,BONGAIGAON,ASSAM
Bongaigaon,Assam,2007Q4,2007,4,16,27,BONGAIGAON,ASSAM
Bongaigaon,Assam,2008Q1,2008,1,17,28,BONGAIGAON,ASSAM
Bongaigaon,Assam,2008Q2,2008,2,18,29,BONGAIGAON,ASSAM
Bongaigaon,Assam,2008Q3,2008,3,19,29,BONGAIGAON,ASSAM
Bongaigaon,Assam,2008Q4,2008,4,20,29,BONGAIGAON,ASSAM
Bongaigaon,Assam,2009Q1,2009,1,21,29,BONGAIGAON,ASSAM
Bongaigaon,Assam,2009Q2,2009,2,22,29,BONGAIGAON,ASSAM
Bongaigaon,Assam,2009Q3,2009,3,23,31,BONGAIGAON,ASSAM
Bongaigaon,Assam,2009Q4,2009,4,24,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2010Q1,2010,1,25,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2010Q2,2010,2,26,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2010Q3,2010,3,27,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2010Q4,2010,4,28,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2011Q1,2011,1,29,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2011Q2,2011,2,30,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2011Q3,2011,3,31,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2011Q4,2011,4,32,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2012Q1,2012,1,33,32,BONGAIGAON,ASSAM
Bongaigaon,Assam,2012Q2,2012,2,34,33,BONGAIGAON,ASSAM
Bongaigaon,Assam,2012Q3,2012,3,35,33,BONGAIGAON,ASSAM
Bongaigaon,Assam,2012Q4,2012,4,36,33,BONGAIGAON,ASSAM
Bongaigaon,Assam,2013Q1,2013,1,37,35,BONGAIGAON,ASSAM
Bongaigaon,Assam,2013Q2,2013,2,38,36,BONGAIGAON,ASSAM
Bongaigaon,Assam,2013Q3,2013,3,39,37,BONGAIGAON,ASSAM
Bongaigaon,Assam,2013Q4,2013,4,40,38,BONGAIGAON,ASSAM
Bongaigaon,Assam,2014Q1,2014,1,41,41,BONGAIGAON,ASSAM
Bongaigaon,Assam,2014Q2,2014,2,42,41,BONGAIGAON,ASSAM
Bongaigaon,Assam,2014Q3,2014,3,43,43,BONGAIGAON,ASSAM
Bongaigaon,Assam,2014Q4,2014,4,44,43,BONGAIGAON,ASSAM
Bongaigaon,Assam,2015Q1,2015,1,45,44,BONGAIGAON,ASSAM
Bongaigaon,Assam,2015Q2,2015,2,46,44,BONGAIGAON,ASSAM
Bongaigaon,Assam,2015Q3,2015,3,47,45,BONGAIGAON,ASSAM
Bongaigaon,Assam,2015Q4,2015,4,48,45,BONGAIGAON,ASSAM
Bongaigaon,Assam,2016Q1,2016,1,49,46,BONGAIGAON,ASSAM
Bongaigaon,Assam,2016Q2,2016,2,50,47,BONGAIGAON,ASSAM
Bongaigaon,Assam,2017Q2,2017,2,51,47,BONGAIGAON,ASSAM
Bongaigaon,Assam,2017Q3,2017,3,52,47,BONGAIGAON,ASSAM
Bongaigaon,Assam,2017Q4,2017,4,53,47,BONGAIGAON,ASSAM
Bongaigaon,Assam,2018Q1,2018,1,54,49,BONGAIGAON,ASSAM
Bongaigaon,Assam,2018Q2,2018,2,55,49,BONGAIGAON,ASSAM
Bongaigaon,Assam,2018Q3,2018,3,56,50,BONGAIGAON,ASSAM
Bongaigaon,Assam,2018Q4,2018,4,57,49,BONGAIGAON,ASSAM
Bongaigaon,Assam,2019Q1,2019,1,58,48,BONGAIGAON,ASSAM
Bongaigaon,Assam,2019Q2,2019,2,59,56,BONGAIGAON,ASSAM
Bongaigaon,Assam,2019Q3,2019,3,60,60,BONGAIGAON,ASSAM
Bongaigaon,Assam,2019Q4,2019,4,61,59,BONGAIGAON,ASSAM
Bongaigaon,Assam,2020Q1,2020,1,62,59,BONGAIGAON,ASSAM
Bongaigaon,Assam,2020Q2,2020,2,63,60,BONGAIGAON,ASSAM
Bongaigaon,Assam,2020Q3,2020,3,64,60,BONGAIGAON,ASSAM
Bongaigaon,Assam,2020Q4,2020,4,65,60,BONGAIGAON,ASSAM
Bongaigaon,Assam,2021Q1,2021,1,66,57,BONGAIGAON,ASSAM
Bongaigaon,Assam,2021Q2,2021,2,67,59,BONGAIGAON,ASSAM
Bongaigaon,Assam,2021Q3,2021,3,68,60,BONGAIGAON,ASSAM
Bongaigaon,Assam,2021Q4,2021,4,69,59,BONGAIGAON,ASSAM
Bongaigaon,Assam,2022Q1,2022,1,70,58,BONGAIGAON,ASSAM
Bongaigaon,Assam,2022Q2,2022,2,71,59,BONGAIGAON,ASSAM
Bongaigaon,Assam,2022Q3,2022,3,72,60,BONGAIGAON,ASSAM
Bongaigaon,Assam,2022Q4,2022,4,73,61,BONGAIGAON,ASSAM
Bongaigaon,Assam,2023Q1,2023,1,74,3349.5241,BONGAIGAON,ASSAM
Bongaigaon,Assam,2023Q2,2023,2,75,3418.0202,BONGAIGAON,ASSAM
Bongaigaon,Assam,2023Q3,2023,3,76,3595.5858,BONGAIGAON,ASSAM
Bongaigaon,Assam,2023Q4,2023,4,77,3566.1975,BONGAIGAON,ASSAM
Bongaigaon,Assam,2024Q1,2024,1,78,3685.9882,BONGAIGAON,ASSAM
Bongaigaon,Assam,2024Q2,2024,2,79,3660.8842,BONGAIGAON,ASSAM
Bongaigaon,Assam,2024Q3,2024,3,80,3718.2415,BONGAIGAON,ASSAM
Bongaigaon,Assam,2024Q4,2024,4,81,3746.0800000000004,BONGAIGAON,ASSAM
Bongaigaon,Assam,2025Q1,2025,1,82,3841.6236999999996,BONGAIGAON,ASSAM
Bongaigaon,Assam,2025Q2,2025,2,83,3878.7071,BONGAIGAON,ASSAM
Bongaigaon,Assam,2025Q3,2025,3,84,3995.5783,BONGAIGAON,ASSAM
Botad,Gujarat,2013Q4,2013,4,40,40,BOTAD,GUJARAT
Botad,Gujarat,2014Q1,2014,1,41,42,BOTAD,GUJARAT
Botad,Gujarat,2014Q2,2014,2,42,44,BOTAD,GUJARAT
Botad,Gujarat,2014Q3,2014,3,43,45,BOTAD,GUJARAT
Botad,Gujarat,2014Q4,2014,4,44,47,BOTAD,GUJARAT
Botad,Gujarat,2015Q1,2015,1,45,47,BOTAD,GUJARAT
Botad,Gujarat,2015Q2,2015,2,46,48,BOTAD,GUJARAT
Botad,Gujarat,2015Q3,2015,3,47,49,BOTAD,GUJARAT
Botad,Gujarat,2015Q4,2015,4,48,50,BOTAD,GUJARAT
Botad,Gujarat,2016Q1,2016,1,49,51,BOTAD,GUJARAT
Botad,Gujarat,2016Q2,2016,2,50,51,BOTAD,GUJARAT
Botad,Gujarat,2017Q2,2017,2,51,52,BOTAD,GUJARAT
Botad,Gujarat,2017Q3,2017,3,52,52,BOTAD,GUJARAT
Botad,Gujarat,2017Q4,2017,4,53,52,BOTAD,GUJARAT
Botad,Gujarat,2018Q1,2018,1,54,52,BOTAD,GUJARAT
Botad,Gujarat,2018Q2,2018,2,55,52,BOTAD,GUJARAT
Botad,Gujarat,2018Q3,2018,3,56,52,BOTAD,GUJARAT
Botad,Gujarat,2018Q4,2018,4,57,52,BOTAD,GUJARAT
Botad,Gujarat,2019Q1,2019,1,58,52,BOTAD,GUJARAT
Botad,Gujarat,2019Q2,2019,2,59,51,BOTAD,GUJARAT
Botad,Gujarat,2019Q3,2019,3,60,54,BOTAD,GUJARAT
Botad,Gujarat,2019Q4,2019,4,61,54,BOTAD,GUJARAT
Botad,Gujarat,2020Q1,2020,1,62,54,BOTAD,GUJARAT
Botad,Gujarat,2020Q2,2020,2,63,54,BOTAD,GUJARAT
Botad,Gujarat,2020Q3,2020,3,64,54,BOTAD,GUJARAT
Botad,Gujarat,2020Q4,2020,4,65,54,BOTAD,GUJARAT
Botad,Gujarat,2021Q1,2021,1,66,55,BOTAD,GUJARAT
Botad,Gujarat,2021Q2,2021,2,67,55,BOTAD,GUJARAT
Botad,Gujarat,2021Q3,2021,3,68,57,BOTAD,GUJARAT
Botad,Gujarat,2021Q4,2021,4,69,58,BOTAD,GUJARAT
Botad,Gujarat,2022Q1,2022,1,70,59,BOTAD,GUJARAT
Botad,Gujarat,2022Q2,2022,2,71,59,BOTAD,GUJARAT
Botad,Gujarat,2022Q3,2022,3,72,59,BOTAD,GUJARAT
Botad,Gujarat,2022Q4,2022,4,73,59,BOTAD,GUJARAT
Botad,Gujarat,2023Q1,2023,1,74,2521.0044,BOTAD,GUJARAT
Botad,Gujarat,2023Q2,2023,2,75,2587.9014,BOTAD,GUJARAT
Botad,Gujarat,2023Q3,2023,3,76,2684.7188,BOTAD,GUJARAT
Botad,Gujarat,2023Q4,2023,4,77,2718.0303000000004,BOTAD,GUJARAT
Botad,Gujarat,2024Q1,2024,1,78,2860.6378,BOTAD,GUJARAT
Botad,Gujarat,2024Q2,2024,2,79,2906.7607,BOTAD,GUJARAT
Botad,Gujarat,2024Q3,2024,3,80,3099.1266,BOTAD,GUJARAT
Botad,Gujarat,2024Q4,2024,4,81,3068.6965,BOTAD,GUJARAT
Botad,Gujarat,2025Q1,2025,1,82,3222.1841999999997,BOTAD,GUJARAT
Botad,Gujarat,2025Q2,2025,2,83,3262.8473,BOTAD,GUJARAT
Botad,Gujarat,2025Q3,2025,3,84,3385.8633,BOTAD,GUJARAT
Budaun,Uttar Pradesh,2004Q1,2004,1,1,125,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2004Q2,2004,2,2,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2004Q3,2004,3,3,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2004Q4,2004,4,4,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2005Q1,2005,1,5,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2005Q2,2005,2,6,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2005Q3,2005,3,7,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2005Q4,2005,4,8,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2006Q1,2006,1,9,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2006Q2,2006,2,10,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2006Q3,2006,3,11,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2006Q4,2006,4,12,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2007Q1,2007,1,13,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2007Q2,2007,2,14,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2007Q3,2007,3,15,122,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2007Q4,2007,4,16,123,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2008Q1,2008,1,17,124,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2008Q2,2008,2,18,125,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2008Q3,2008,3,19,125,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2008Q4,2008,4,20,125,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2009Q1,2009,1,21,125,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2009Q2,2009,2,22,126,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2009Q3,2009,3,23,131,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2009Q4,2009,4,24,132,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2010Q1,2010,1,25,134,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2010Q2,2010,2,26,136,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2010Q3,2010,3,27,139,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2010Q4,2010,4,28,140,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2011Q1,2011,1,29,141,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2011Q2,2011,2,30,141,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2011Q3,2011,3,31,143,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2011Q4,2011,4,32,124,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2012Q1,2012,1,33,126,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2012Q2,2012,2,34,129,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2012Q3,2012,3,35,130,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2012Q4,2012,4,36,131,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2013Q1,2013,1,37,134,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2013Q2,2013,2,38,138,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2013Q3,2013,3,39,139,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2013Q4,2013,4,40,142,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2014Q1,2014,1,41,143,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2014Q2,2014,2,42,153,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2014Q3,2014,3,43,154,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2014Q4,2014,4,44,156,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2015Q1,2015,1,45,157,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2015Q2,2015,2,46,157,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2015Q3,2015,3,47,157,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2015Q4,2015,4,48,158,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2016Q1,2016,1,49,158,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2016Q2,2016,2,50,158,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2017Q2,2017,2,51,161,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2017Q3,2017,3,52,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2017Q4,2017,4,53,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2018Q1,2018,1,54,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2018Q2,2018,2,55,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2018Q3,2018,3,56,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2018Q4,2018,4,57,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2019Q1,2019,1,58,162,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2019Q2,2019,2,59,163,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2019Q3,2019,3,60,163,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2019Q4,2019,4,61,163,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2020Q1,2020,1,62,164,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2020Q2,2020,2,63,164,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2020Q3,2020,3,64,165,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2020Q4,2020,4,65,167,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2021Q1,2021,1,66,165,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2021Q2,2021,2,67,166,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2021Q3,2021,3,68,166,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2021Q4,2021,4,69,165,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2022Q1,2022,1,70,167,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2022Q2,2022,2,71,168,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2022Q3,2022,3,72,168,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2022Q4,2022,4,73,168,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2023Q1,2023,1,74,6014.6201,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2023Q2,2023,2,75,5923.677,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2023Q3,2023,3,76,6189.7509,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2023Q4,2023,4,77,6271.003500000001,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2024Q1,2024,1,78,6682.356900000001,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2024Q2,2024,2,79,6622.621499999999,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2024Q3,2024,3,80,6969.9032,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2024Q4,2024,4,81,7070.9061,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2025Q1,2025,1,82,7229.3464,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2025Q2,2025,2,83,7110.515800000001,BUDAUN,UTTAR PRADESH
Budaun,Uttar Pradesh,2025Q3,2025,3,84,7534.9182,BUDAUN,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2004Q1,2004,1,1,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2004Q2,2004,2,2,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2004Q3,2004,3,3,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2004Q4,2004,4,4,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2005Q1,2005,1,5,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2005Q2,2005,2,6,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2005Q3,2005,3,7,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2005Q4,2005,4,8,140,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2006Q1,2006,1,9,141,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2006Q2,2006,2,10,141,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2006Q3,2006,3,11,142,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2006Q4,2006,4,12,141,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2007Q1,2007,1,13,142,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2007Q2,2007,2,14,146,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2007Q3,2007,3,15,146,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2007Q4,2007,4,16,146,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2008Q1,2008,1,17,149,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2008Q2,2008,2,18,150,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2008Q3,2008,3,19,151,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2008Q4,2008,4,20,151,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2009Q1,2009,1,21,152,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2009Q2,2009,2,22,152,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2009Q3,2009,3,23,153,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2009Q4,2009,4,24,155,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2010Q1,2010,1,25,157,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2010Q2,2010,2,26,158,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2010Q3,2010,3,27,159,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2010Q4,2010,4,28,160,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2011Q1,2011,1,29,162,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2011Q2,2011,2,30,163,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2011Q3,2011,3,31,165,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2011Q4,2011,4,32,168,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2012Q1,2012,1,33,177,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2012Q2,2012,2,34,180,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2012Q3,2012,3,35,187,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2012Q4,2012,4,36,190,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2013Q1,2013,1,37,196,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2013Q2,2013,2,38,199,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2013Q3,2013,3,39,205,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2013Q4,2013,4,40,208,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2014Q1,2014,1,41,208,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2014Q2,2014,2,42,210,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2014Q3,2014,3,43,210,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2014Q4,2014,4,44,213,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2015Q1,2015,1,45,215,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2015Q2,2015,2,46,216,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2015Q3,2015,3,47,224,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2015Q4,2015,4,48,225,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2016Q1,2016,1,49,226,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2016Q2,2016,2,50,227,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2017Q2,2017,2,51,236,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2017Q3,2017,3,52,237,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2017Q4,2017,4,53,236,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2018Q1,2018,1,54,236,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2018Q2,2018,2,55,235,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2018Q3,2018,3,56,235,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2018Q4,2018,4,57,236,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2019Q1,2019,1,58,235,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2019Q2,2019,2,59,245,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2019Q3,2019,3,60,245,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2019Q4,2019,4,61,245,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2020Q1,2020,1,62,246,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2020Q2,2020,2,63,248,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2020Q3,2020,3,64,249,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2020Q4,2020,4,65,249,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2021Q1,2021,1,66,247,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2021Q2,2021,2,67,245,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2021Q3,2021,3,68,244,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2021Q4,2021,4,69,244,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2022Q1,2022,1,70,245,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2022Q2,2022,2,71,246,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2022Q3,2022,3,72,247,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2022Q4,2022,4,73,249,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2023Q1,2023,1,74,17081.108500000002,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2023Q2,2023,2,75,17272.459600000002,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2023Q3,2023,3,76,18156.8843,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2023Q4,2023,4,77,18685.2056,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2024Q1,2024,1,78,19046.8455,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2024Q2,2024,2,79,19166.631,BULANDSHAHR,UTTAR PRADESH
Bulandshahr,Uttar Pradesh,2024Q3,2024,3,80,19460.211300000003,BULANDSHAHR,UTTAR PRADESH
